TITLE,YEAR,BIBREF,AUTHORS,JOURNAL,DETECTED_METHODS,CONFIDENCE,HAS_METHODS,UNCERTAINTY_STATEMENTS,DECISION_ANALYSIS,POLICY_INTERVENTION,UNCERTAINTY_ANALYSIS,STAKEHOLDER_EXPERT,MODELING_SIMULATION,BAYESIAN_PROBABILISTIC,COMPUTER_ASSISTED,VALUE_INFORMATION,MULTI_CRITERIA,OPTIMIZATION,ECONOMIC_EVALUATION,GAME_THEORY,BEHAVIORAL_PSYCHOLOGY,SYSTEMS_COMPLEXITY,TECHNOLOGY_INNOVATION,ENVIRONMENTAL_SUSTAINABILITY,QUALITY_PERFORMANCE,RISK_SAFETY,FORECASTING_PREDICTION,EVALUATION_ASSESSMENT,ABSTRACT,KEYWORDS
Contain or Eradicate? Optimizing the Management Goal for Australian Acacia Invasions in the Face of Uncertainty,2011,mooreContainEradicateOptimizing2011a,"Moore, Joslin L. and Runge, Michael C. and Webber, Bruce L. and Wilson, John R. U.",Diversity and Distributions,DECISION_ANALYSIS(0.70); POLICY_INTERVENTION(0.35); BAYESIAN_PROBABILISTIC(0.35); VALUE_INFORMATION(0.70); OPTIMIZATION(0.45); ECONOMIC_EVALUATION(0.35); EVALUATION_ASSESSMENT(0.35),0.163,1,16,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,"Aim To identify whether eradication or containment is expected to be the most cost-effective management goal for an isolated invasive population when knowledge about the current extent is uncertain. Location Global and South Africa. Methods We developed a decision analysis framework to analyse the best management goal for an invasive species population (eradication, containment or take no action) when knowledge about the current extent is uncertain. We used value of information analysis to identify when investment in learning about the extent will improve this decision-making and tested the sensitivity of the conclusions to different parameters (e.g. spread rate, maximum extent, and management efficacy and cost). The model was applied to Acacia paradoxa DC, an Australian shrub with an estimated invasive extent of 310 ha on Table Mountain, South Africa. Results Under the parameters used, attempting eradication is cost-effective for infestations of up to 777 ha. However, if the invasion extent is poorly known, then attempting eradication is only cost-effective for infestations estimated as 296 ha or smaller. The value of learning is greatest (maximum of 8\% saving) when infestation extent is poorly known and if it is close to the maximum extent for which attempting eradication is optimal. The optimal management action is most sensitive to the probability that the action succeeds (which depends on the extent), with the discount rate and cost of management also important, but spread rate less so. Over a 20-year time-horizon, attempting to eradicate A. paradoxa from South Africa is predicted to cost on average ZAR 8 million if the extent is known, and if our current estimate is poor, ZAR 33.6 million as opposed to ZAR 32.8 million for attempting containment. Main conclusions Our framework evaluates the cost-effectiveness of attempting eradication or containment of an invasive population that takes uncertainty in population extent into account. We show that incorporating uncertainty in the analysis avoids overly optimistic beliefs about the effectiveness of management enabling better management decisions. For A. paradoxa in South Africa, attempting to eradicate is likely to be cost-effective, particularly if resources are allocated to better understand and improve management efficacy.",
"Contingencies of the Early Nuclear Arms Race: Michael Gordin: Red Cloud at Dawn: Truman, Stalin, and the End of the Atomic Monopoly. New York: Farrar, Straus and Giroux, 2009, 416pp, US \$28 HB",2011,schweberContingenciesEarlyNuclear2011,"Schweber, S. S. and Wellerstein, Alex and Pollock, Ethan and Bernstein, Barton J. and Gordin, Michael D.",,NONE,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
"Contingencies of the Early Nuclear Arms Race: Michael Gordin: Red Cloud at Dawn: Truman, Stalin, and the End of the Atomic Monopoly. New York: Farrar, Straus and Giroux, 2009, 416pp, US \$28 HB",2011,schweberContingenciesEarlyNuclear2011,"Schweber, S. S. and Wellerstein, Alex and Pollock, Ethan and Bernstein, Barton J. and Gordin, Michael D.",,NONE,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Contractor's Decision for Bid Profit Reduction within Opportunistic Bidding Behavior of Claims Recovery,2011,mohamedContractorDecisionBid2011,"Mohamed, Khaled A. and Khoury, Shafik S. and Hafez, Sherif M.",International Journal of Project Management,DECISION_ANALYSIS(0.35); GAME_THEORY(0.45); EVALUATION_ASSESSMENT(0.45),0.062,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,"Contractors may decide to reduce the bid prot on basis of opportunistic bidding behavior (OBB) under potential claims recovery for performing changes in work or likely employer's mismanagement. An analytical evaluation in a decision tree framework is used to represent the expected events and the state of information for OBB decision and their possible outcomes. Quantitative evaluations are introduced to set the likely chance of a claim occurrence, to manage the claim success and to expect a negotiation oer ratio for the prot in claim negotiation. The product output of these parameters sets the conditional contractor's decision for the price reduction that may be assigned in the original bid. The presented methodology provides an applicable decision technique for use by contractors to benet from the potential uneven events caused by employer's acts during project phases to reduce the bid prot on price based competition case which is a signicant item in a typical competitive bidding.",
Contractual Mistake and Misrepresentation,2011,zhouContractualMistakeMisrepresentation2011,"Zhou, Qi",Encyclopedia of Law and Economics,NONE,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Corporate Governance and Information Quality in Capital Markets,2011,anglinCorporateGovernanceInformation2011,"Anglin, Paul M. and Gao, Yanmin",Research Paper,POLICY_INTERVENTION(0.40); VALUE_INFORMATION(0.40),0.04,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,
Corporate Governance in Global Capital Markets,2011,sarraCorporateGovernanceGlobal2011a,"Sarra, Janis",,POLICY_INTERVENTION(0.40),0.02,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
"Corporate Governance, Risk Management, and the Financial Crisis: An Information Processing View",2011,pirsonCorporateGovernanceRisk2011,"Pirson, Michael and Turnbull, Shann",Corporate Governance: an International Review,DECISION_ANALYSIS(0.55); POLICY_INTERVENTION(0.75); UNCERTAINTY_ANALYSIS(0.70); BAYESIAN_PROBABILISTIC(0.35); COMPUTER_ASSISTED(0.35); RISK_SAFETY(0.70); EVALUATION_ASSESSMENT(0.65),0.203,1,17,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,"Manuscript Type: Perspective Research Question/Issue: What were the reasons for poor risk management on the board level before and during the financial crisis? Were there systemic information processing problems that an alternative board design could alleviate? Research Findings/Insights: Using an information processing perspective, we identify two reasons for boards failing to manage risk well during the financial crisis: (1) board members did not have access to relevant information on the risks management incurred because they had no control over information supply; and (2) board members were unable to process the available risk-related information, and lacked incentives or power to influence managerial decision making. Based on insights from cybernetics and decision making theory, we suggest increasing board level information processing and decision making capabilities by including multiple boards for different stakeholders to create a division of power and labor. We label this alternative structure network governance and posit that it allows superior risk management. Theoretical/Academic Implications: The paper illustrates that the unitary board structure's systemic shortcomings increase the likelihood of poor risk management at the board level. The solutions proposed are an important theoretical advancement of the discussion on ongoing board failure in increasingly complex business environments. Practitioner/Policy Implications: This paper is one of few providing actual recommendations based on a systemic insight. Enlightened shareholders and/or managers could introduce network governance by amending corporate constitutions. Regulators should require firms considered too big to fail to adopt network governance or pay the cost for regulators establishing a risk-monitoring unit in each firm.",
"Corrective Action Decision Document/Corrective Action Plan for Corrective Action Unit 98: Frenchman Flat, Nevada National Security Site, Nevada, Revision 1",2011,marutzkyCorrectiveActionDecision2011,"Marutzky, Sam and Farnham, Irene",,RISK_SAFETY(0.40),0.02,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,
Cost-Effective Information Quality Improvement in Multi-Labelling Scenarios Using Human-Based Electronic Services,2011,satzgerCosteffectiveInformationQuality2011,"Satzger, Gerhard",,COMPUTER_ASSISTED(0.40); VALUE_INFORMATION(0.40); QUALITY_PERFORMANCE(0.40); FORECASTING_PREDICTION(0.40),0.08,1,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,,
Cost-Effective Information Quality Improvement in Multi-Labelling Scenarios Using Human-Based Electronic Services,2011,satzgerCosteffectiveInformationQuality2011,"Satzger, Gerhard",,COMPUTER_ASSISTED(0.40); VALUE_INFORMATION(0.40); QUALITY_PERFORMANCE(0.40); FORECASTING_PREDICTION(0.40),0.08,1,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,,
Cost-Effective Psychotherapy for Personality Disorders in the Netherlands: The Value of Further Research and Active Implementation,2011,soetemanCostEffectivePsychotherapyPersonality2011,"Soeteman, Djra I. and Busschbach, Jan J.V. and Verheul, Roel and Hoomans, Ties and Kim, Jane J.",Value in Health,DECISION_ANALYSIS(1.00); POLICY_INTERVENTION(0.45); BAYESIAN_PROBABILISTIC(0.35); VALUE_INFORMATION(1.00); ECONOMIC_EVALUATION(0.45); TECHNOLOGY_INNOVATION(1.00),0.212,1,4,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,"Objective: In a budget-constrained health care system, decisions regarding resource allocation towards research and implementation are critical and can be informed by cost-effectiveness analysis. The objective of this study was to assess the societal value of conducting further research to inform reimbursement decisions and implementation of cost-effective psychotherapy for clusters B and C personality disorders (PDs). Methods: Value of information and value of implementation analyses were conducted using previously developed cost-effectiveness models for clusters B and C PDs to evaluate the parameters that contribute to most of the decision uncertainty, and to calculate the population expected values of perfect information (pEVPI) and perfect implementation (pEVPIM). Results: The pEVPI was estimated to be 425 million for cluster B PDs and 315 million for cluster C PDs, indicating that gathering additional evidence is expected to be cost-effective. The categories of parameters for which reduction of uncertainty would be most valuable were transition probabilities and health state costs. The pEVPIM was estimated to be 595 million for cluster B PDs and 1,372 million for cluster C PDs, suggesting that investing in implementation of cost-effective psychotherapy is likely to be worthwhile. Conclusions: The societal value of additional research on psychotherapy for clusters B and C PDs is substantial, especially when prioritizing information on transition probabilities and health state costs. Active implementation of cost-effective treatment strategies into clinical practice is likely to improve the efficiency of health care provision in The Netherlands.",EVPI
Cost-Effectiveness of Different Screening Strategies for Osteoporosis in Postmenopausal Women,2011,nayakCosteffectivenessDifferentScreening2011,"Nayak, Smita and Roberts, Mark S. and Greenspan, Susan L.",Annals of internal medicine,POLICY_INTERVENTION(0.40); ECONOMIC_EVALUATION(0.40); EVALUATION_ASSESSMENT(0.40),0.06,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,,
Cost-Effectiveness of the Introduction of a Pre-Erythrocytic Malaria Vaccine into the Expanded Program on Immunization in Sub-Saharan Africa: Analysis of Uncertainties Using a Stochastic Individual-Based Simulation Model of Plasmodium Falciparum Malaria,2011,maireCostEffectivenessIntroductionPreErythrocytic2011,"Maire, Nicolas and Shillcutt, Samuel D. and Walker, Damian G. and Tediosi, Fabrizio and Smith, Thomas A.",Value in Health,POLICY_INTERVENTION(0.40); MODELING_SIMULATION(0.40); BAYESIAN_PROBABILISTIC(0.40); ECONOMIC_EVALUATION(0.40),0.08,1,6,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,
Costs and Consequences in Perioperative Care: Analytic Models in Studies on Pain Treatment and on Haemodynamic Optimization of Elderly Patients,2011,barthaCostsConsequencesPerioperative2011,"Bartha, Erzsebet",,OPTIMIZATION(0.40),0.02,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,
Counseling Families,2011,millingtonCounselingFamilies2011,"Millington, Michael Jay",Psychosocial Aspects of Disability: Insider Perspectives and Strategies for Counselors,NONE,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Coverage with Evidence Development: The Ontario Experience,2011,levinCoverageEvidenceDevelopment2011,"Levin, Leslie and Goeree, Ron and Levine, Mark and Krahn, Murray and Easty, Tony and Brown, Adalstein and Henry, David",International Journal of Technology Assessment in Health Care,DECISION_ANALYSIS(0.35); POLICY_INTERVENTION(0.35); ECONOMIC_EVALUATION(0.80); TECHNOLOGY_INNOVATION(0.75); EVALUATION_ASSESSMENT(1.00),0.163,1,8,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,"Results: Since 2003, nineteen field evaluation studies to resolve residual uncertainty following systematic review have been completed, ten of which met the criteria of CED and are the focus of this report. There was more than one patient subgroup or intervention in three of the CEDs. This provided the basis for evaluating thirteen outcomes. In each case, the CED addressed the uncertainty and led to a decision based on the systematic review and CED result. The CEDs led to adoption of the technology in six instances, modified adoption in three instances and withdrawal in four instances. Conclusions: CED makes an important contribution to translating evidence to decision making. Methodologies are needed to increase the scope and reduce timelines for CEDs, such as the use of linked comprehensive and robust data sets and collaborative studies with other jurisdictions. CED before making long-term funding decisions, especially where there is uncertainty of effectiveness, safety or cost-effectiveness, should be increasingly funded by health systems.",
Critical Success Factors of Service Orientation in Information Systems Engineering: Derivation and Empirical Evaluation of a Causal Model,2011,aierCriticalSuccessFactors2011a,"Aier, Stephan and Bucher, Tobias and Winter, Robert",Business \& Information Systems Engineering,COMPUTER_ASSISTED(0.65); TECHNOLOGY_INNOVATION(0.35); EVALUATION_ASSESSMENT(0.40),0.07,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,"Service orientation has been a major buzz-word in recent years. While the buzz is on a decline, organisations are slowly, but steadily moving towards service oriented designs. However, service orientation turns out to be as much of a managerial challenge as of a technical one. The most important complexity drivers in the service oriented design of information systems seem to be (a) inconsistent design goals of stakeholders and (b) the pursuit of exhaustive service orientation coverage. This research focuses on the following two questions: (1) What are the characteristics of successful implementations of service oriented information systems, and (2) what are the critical success factors influencing, driving and/or determining these characteristics? Data of an empirical analysis is used to test a set of causeeffect relationship hypotheses based on nine latent variables. In the core of this model we differentiate the variables ``overall service orientation infrastructure success'' and ``service orientation project success''. The hypothesized interrelationships between the nine variables lead to a causal model which is proven to hold.",
Cui Bono from Giving up or Protecting Privacy? A Basic Decision Theoretic Model,2011,schutzCuiBonoGiving2011,"Sch\""utz, Philip and Friedewald, Michael",Journal of Information Assurance and Security,RISK_SAFETY(0.30),0.015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,
Cultural Impact on Information Security: The Case of Arab Culture,2011,al-kaabiCulturalImpactInformation2011,"Al-Kaabi, Ahmed and Maple, Carsten",e-society,RISK_SAFETY(0.80),0.04,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,
